"REMIND_variable";"JRC_complete";"JRC_Excel";"JRC_spreadsheet";"Weight";"Unit_REMIND";"Unit_JRC";"Factor"
"FE|Transport|Freight|Bunkers";"Transport|Energy consumption|Freight transport|Aviation|International - Extra-EU";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Freight|Bunkers";"Transport|Energy consumption|Freight transport|Coastal shipping and inland waterways|Domestic coastal shipping";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Freight|Bunkers";"Transport|Energy consumption|Freight transport|Coastal shipping and inland waterways|Inland waterways";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Freight|Bunkers";"Maritime Bunkers|Energy Consumption|Total energy consumption|Intra-EU";"JRC-IDEES-2015_MBunkers_";"MBunk_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Freight|Bunkers";"Maritime Bunkers|Energy Consumption|Total energy consumption|Extra-EU";"JRC-IDEES-2015_MBunkers_";"MBunk_ene";1;"EJ/yr";"ktoe";4.19E-05
"Emi|CO2|Transport|Pass|Road";"Transport|CO2 emissions|Passenger transport|Road transport|Powered 2-wheelers";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Pass|Road";"Transport|CO2 emissions|Passenger transport|Road transport|Passenger cars";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Pass|Road";"Transport|CO2 emissions|Passenger transport|Road transport|Motor coaches, buses and trolley buses";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Pass|Train";"Transport|CO2 emissions|Passenger transport|Rail, metro and tram|Metro and tram, urban light rail";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Pass|Train";"Transport|CO2 emissions|Passenger transport|Rail, metro and tram|Conventional passenger trains";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Pass|Train";"Transport|CO2 emissions|Passenger transport|Rail, metro and tram|High speed passenger trains";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Pass|Aviation";"Transport|CO2 emissions|Passenger transport|Aviation|Domestic";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Pass|Aviation";"Transport|CO2 emissions|Passenger transport|Aviation|International - Intra-EU";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Pass|Aviation";"Transport|CO2 emissions|Passenger transport|Aviation|International - Extra-EU";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Freight|Road";"Transport|CO2 emissions|Freight transport|Road transport|Light duty vehicles";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Freight|Road";"Transport|CO2 emissions|Freight transport|Road transport|Heavy duty vehicles";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Freight|Train";"Transport|CO2 emissions|Freight transport|Rail transport";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Freight|Aviation";"Transport|CO2 emissions|Freight transport|Aviation|Domestic and International - Intra-EU";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Freight|Aviation";"Transport|CO2 emissions|Freight transport|Aviation|International - Extra-EU";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Freight|Shipping";"Transport|CO2 emissions|Freight transport|Coastal shipping and inland waterways|Domestic coastal shipping";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Freight|Shipping";"Transport|CO2 emissions|Freight transport|Coastal shipping and inland waterways|Inland waterways";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Freight|Shipping";"Maritime Bunkers|CO2 Emissions|Split of CO2 emissions|Intra-EU";"JRC-IDEES-2015_MBunkers_";"MBunk_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Freight|Shipping";"Maritime Bunkers|CO2 Emissions|Split of CO2 emissions|Extra-EU";"JRC-IDEES-2015_MBunkers_";"MBunk_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"FE|Transport|Pass|Road";"Transport|Energy consumption|Passenger transport|Road transport|Powered 2-wheelers";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Pass|Road";"Transport|Energy consumption|Passenger transport|Road transport|Passenger cars";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Pass|Road";"Transport|Energy consumption|Passenger transport|Road transport|Motor coaches, buses and trolley buses";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Pass|Train";"Transport|Energy consumption|Passenger transport|Rail, metro and tram|Metro and tram, urban light rail";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Pass|Train";"Transport|Energy consumption|Passenger transport|Rail, metro and tram|Conventional passenger trains";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Pass|Train";"Transport|Energy consumption|Passenger transport|Rail, metro and tram|High speed passenger trains";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Pass|Aviation";"Transport|Energy consumption|Passenger transport|Aviation|Domestic";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Pass|Aviation";"Transport|Energy consumption|Passenger transport|Aviation|International - Intra-EU";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Pass|Aviation";"Transport|Energy consumption|Passenger transport|Aviation|International - Extra-EU";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Freight|Road";"Transport|Energy consumption|Freight transport|Road transport|Light duty vehicles";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Freight|Road";"Transport|Energy consumption|Freight transport|Road transport|Heavy duty vehicles";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Freight|Train";"Transport|Energy consumption|Freight transport|Rail transport";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Freight|Aviation";"Transport|Energy consumption|Freight transport|Aviation|Domestic and International - Intra-EU";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Freight|Aviation";"Transport|Energy consumption|Freight transport|Aviation|International - Extra-EU";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Freight|Shipping";"Transport|Energy consumption|Freight transport|Coastal shipping and inland waterways|Domestic coastal shipping";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Freight|Shipping";"Transport|Energy consumption|Freight transport|Coastal shipping and inland waterways|Inland waterways";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Freight|Shipping";"Maritime Bunkers|Energy Consumption|Total energy consumption|Intra-EU";"JRC-IDEES-2015_MBunkers_";"MBunk_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Freight|Shipping";"Maritime Bunkers|Energy Consumption|Total energy consumption|Extra-EU";"JRC-IDEES-2015_MBunkers_";"MBunk_ene";1;"EJ/yr";"ktoe";4.19E-05
"Emi|CO2|Transport|Pass|Road|LDV";"Transport|CO2 emissions|Passenger transport|Road transport|Powered 2-wheelers";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Pass|Road|LDV";"Transport|CO2 emissions|Passenger transport|Road transport|Passenger cars";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Pass|Road|non-LDV";"Transport|CO2 emissions|Passenger transport|Road transport|Motor coaches, buses and trolley buses";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Pass|Train|Urban";"Transport|CO2 emissions|Passenger transport|Rail, metro and tram|Metro and tram, urban light rail";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Pass|Train|Low Speed";"Transport|CO2 emissions|Passenger transport|Rail, metro and tram|Conventional passenger trains";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Pass|Train|High Speed";"Transport|CO2 emissions|Passenger transport|Rail, metro and tram|High speed passenger trains";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Pass|Aviation|Domestic";"Transport|CO2 emissions|Passenger transport|Aviation|Domestic";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Pass|Aviation|within EU";"Transport|CO2 emissions|Passenger transport|Aviation|International - Intra-EU";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Pass|Aviation|extra EU";"Transport|CO2 emissions|Passenger transport|Aviation|International - Extra-EU";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Freight|Road|LDV";"Transport|CO2 emissions|Freight transport|Road transport|Light duty vehicles";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Freight|Road|non-LDV";"Transport|CO2 emissions|Freight transport|Road transport|Heavy duty vehicles";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Freight|Train|Conventional";"Transport|CO2 emissions|Freight transport|Rail transport";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Freight|Aviation|within EU";"Transport|CO2 emissions|Freight transport|Aviation|Domestic and International - Intra-EU";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Freight|Aviation|extra EU";"Transport|CO2 emissions|Freight transport|Aviation|International - Extra-EU";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Freight|Shipping|Domestic";"Transport|CO2 emissions|Freight transport|Coastal shipping and inland waterways|Domestic coastal shipping";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Freight|Shipping|Domestic";"Transport|CO2 emissions|Freight transport|Coastal shipping and inland waterways|Inland waterways";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Freight|Shipping|within EU";"Maritime Bunkers|CO2 Emissions|Split of CO2 emissions|Intra-EU";"JRC-IDEES-2015_MBunkers_";"MBunk_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|Freight|Shipping|extra EU";"Maritime Bunkers|CO2 Emissions|Split of CO2 emissions|Extra-EU";"JRC-IDEES-2015_MBunkers_";"MBunk_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"FE|Transport|Pass|Road|LDV";"Transport|Energy consumption|Passenger transport|Road transport|Powered 2-wheelers";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Pass|Road|LDV";"Transport|Energy consumption|Passenger transport|Road transport|Passenger cars";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Pass|Road|non-LDV";"Transport|Energy consumption|Passenger transport|Road transport|Motor coaches, buses and trolley buses";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Pass|Train|Urban";"Transport|Energy consumption|Passenger transport|Rail, metro and tram|Metro and tram, urban light rail";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Pass|Train|Low Speed";"Transport|Energy consumption|Passenger transport|Rail, metro and tram|Conventional passenger trains";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Pass|Train|High Speed";"Transport|Energy consumption|Passenger transport|Rail, metro and tram|High speed passenger trains";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Pass|Aviation|Domestic";"Transport|Energy consumption|Passenger transport|Aviation|Domestic";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Pass|Aviation|within EU";"Transport|Energy consumption|Passenger transport|Aviation|International - Intra-EU";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Pass|Aviation|extra EU";"Transport|Energy consumption|Passenger transport|Aviation|International - Extra-EU";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Freight|Road|LDV";"Transport|Energy consumption|Freight transport|Road transport|Light duty vehicles";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Freight|Road|non-LDV";"Transport|Energy consumption|Freight transport|Road transport|Heavy duty vehicles";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Freight|Train|Conventional";"Transport|Energy consumption|Freight transport|Rail transport";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Freight|Aviation|within EU";"Transport|Energy consumption|Freight transport|Aviation|Domestic and International - Intra-EU";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Freight|Aviation|extra EU";"Transport|Energy consumption|Freight transport|Aviation|International - Extra-EU";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Freight|Shipping|Domestic";"Transport|Energy consumption|Freight transport|Coastal shipping and inland waterways|Domestic coastal shipping";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Freight|Shipping|Domestic";"Transport|Energy consumption|Freight transport|Coastal shipping and inland waterways|Inland waterways";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Freight|Shipping|within EU";"Maritime Bunkers|Energy Consumption|Total energy consumption|Intra-EU";"JRC-IDEES-2015_MBunkers_";"MBunk_ene";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|Freight|Shipping|extra EU";"Maritime Bunkers|Energy Consumption|Total energy consumption|Extra-EU";"JRC-IDEES-2015_MBunkers_";"MBunk_ene";1;"EJ/yr";"ktoe";4.19E-05
"Emi|CO2|Transport|LDV";"Transport|CO2 emissions|Passenger transport|Road transport|Powered 2-wheelers";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|LDV";"Transport|CO2 emissions|Passenger transport|Road transport|Passenger cars";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV";"Transport|CO2 emissions|Passenger transport|Road transport|Motor coaches, buses and trolley buses";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV";"Transport|CO2 emissions|Passenger transport|Rail, metro and tram|Metro and tram, urban light rail";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV";"Transport|CO2 emissions|Passenger transport|Rail, metro and tram|Conventional passenger trains";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV";"Transport|CO2 emissions|Passenger transport|Rail, metro and tram|High speed passenger trains";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV";"Transport|CO2 emissions|Passenger transport|Aviation|Domestic";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV";"Transport|CO2 emissions|Passenger transport|Aviation|International - Intra-EU";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV";"Transport|CO2 emissions|Passenger transport|Aviation|International - Extra-EU";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|LDV";"Transport|CO2 emissions|Freight transport|Road transport|Light duty vehicles";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV";"Transport|CO2 emissions|Freight transport|Road transport|Heavy duty vehicles";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV";"Transport|CO2 emissions|Freight transport|Rail transport";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV";"Transport|CO2 emissions|Freight transport|Aviation|Domestic and International - Intra-EU";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV";"Transport|CO2 emissions|Freight transport|Aviation|International - Extra-EU";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV";"Transport|CO2 emissions|Freight transport|Coastal shipping and inland waterways|Domestic coastal shipping";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV";"Transport|CO2 emissions|Freight transport|Coastal shipping and inland waterways|Inland waterways";"JRC-IDEES-2015_Transport_";"Transport";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV";"Maritime Bunkers|CO2 Emissions|Split of CO2 emissions|Intra-EU";"JRC-IDEES-2015_MBunkers_";"MBunk_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"Emi|CO2|Transport|non-LDV";"Maritime Bunkers|CO2 Emissions|Split of CO2 emissions|Extra-EU";"JRC-IDEES-2015_MBunkers_";"MBunk_emi";1;"Mt CO2/yr";"kt of CO2";0.001
"FE|Transport|LDV";"Transport|Energy consumption|Passenger transport|Road transport|Powered 2-wheelers";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|LDV";"Transport|Energy consumption|Passenger transport|Road transport|Passenger cars";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV";"Transport|Energy consumption|Passenger transport|Road transport|Motor coaches, buses and trolley buses";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV";"Transport|Energy consumption|Passenger transport|Rail, metro and tram|Metro and tram, urban light rail";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV";"Transport|Energy consumption|Passenger transport|Rail, metro and tram|Conventional passenger trains";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV";"Transport|Energy consumption|Passenger transport|Rail, metro and tram|High speed passenger trains";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV";"Transport|Energy consumption|Passenger transport|Aviation|Domestic";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV";"Transport|Energy consumption|Passenger transport|Aviation|International - Intra-EU";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV";"Transport|Energy consumption|Passenger transport|Aviation|International - Extra-EU";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|LDV";"Transport|Energy consumption|Freight transport|Road transport|Light duty vehicles";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
"FE|Transport|non-LDV";"Transport|Energy consumption|Freight transport|Road transport|Heavy duty vehicles";"JRC-IDEES-2015_Transport_";"Transport";1;"EJ/yr";"ktoe";4.19E-05
