"REMIND_variable";"Comment";"JRC_variable";"JRC_Excel";"JRC_spreadsheet";"JRC_line ";"Weight";"Unit_REMIND";"Unit_JRC";"Factor";"JRC_complete"
"FE|Industry";"Energy consumption ";"by fuel (EUROSTAT DATA)";"JRC-IDEES-2015_Industry_";"Ind_Summary";29;1;"EJ/yr";"ktoe";4.1868E-05;"Industry Summary|Energy consumption|by fuel (EUROSTAT DATA)"
"FE|Industry";"Non-energy use";"by fuel (EUROSTAT DATA)";"JRC-IDEES-2015_Industry_";"Ind_Summary";80;1;"EJ/yr";"ktoe";4.1868E-05;"Industry Summary|Non-energy use|by fuel (EUROSTAT DATA)"
"FE|Industry";"Agriculture/Forestry/Fishing";"All Products";"JRC-IDEES-2015_EnergyBalance_";"cagr";2;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Agriculture+Forestry+Fishing|All Products"
"FE|Industry";"Transf. Input Coke Ovens";"All Products";"JRC-IDEES-2015_EnergyBalance_";"tick";2;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|All Products"
"FE|Industry";"Transf. Input Blast Furnace";"All Products";"JRC-IDEES-2015_EnergyBalance_";"tibf";2;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|All Products"
"FE|Industry";"Transf. Output Coke Ovens";"All Products";"JRC-IDEES-2015_EnergyBalance_";"tock";2;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|All Products"
"FE|Industry";"Transf. Output Blast Furnace";"All Products";"JRC-IDEES-2015_EnergyBalance_";"tobf";2;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|All Products"
"FE|Industry";"Consumption Coke Ovens";"All Products";"JRC-IDEES-2015_EnergyBalance_";"cenck";2;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|All Products"
"FE|Industry";"Consumption Blast Furnaces";"All Products";"JRC-IDEES-2015_EnergyBalance_";"cenbf";2;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|All Products"
"FE|w/o Non-energy Use|Industry";"Energy consumption ";"by fuel (EUROSTAT DATA)";"JRC-IDEES-2015_Industry_";"Ind_Summary";29;1;"EJ/yr";"ktoe";4.1868E-05;"Industry Summary|Energy consumption|by fuel (EUROSTAT DATA)"
"FE|w/o Non-energy Use|Industry";"Agriculture/Forestry/Fishing";"All Products";"JRC-IDEES-2015_EnergyBalance_";"cagr";2;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Agriculture+Forestry+Fishing|All Products"
"FE|w/o Non-energy Use|Industry";"Transf. Input Coke Ovens";"All Products";"JRC-IDEES-2015_EnergyBalance_";"tick";2;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|All Products"
"FE|w/o Non-energy Use|Industry";"Transf. Input Blast Furnace";"All Products";"JRC-IDEES-2015_EnergyBalance_";"tibf";2;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|All Products"
"FE|w/o Non-energy Use|Industry";"Transf. Output Coke Ovens";"All Products";"JRC-IDEES-2015_EnergyBalance_";"tock";2;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|All Products"
"FE|w/o Non-energy Use|Industry";"Transf. Output Blast Furnace";"All Products";"JRC-IDEES-2015_EnergyBalance_";"tobf";2;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|All Products"
"FE|w/o Non-energy Use|Industry";"Consumption Coke Ovens";"All Products";"JRC-IDEES-2015_EnergyBalance_";"cenck";2;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|All Products"
"FE|w/o Non-energy Use|Industry";"Consumption Blast Furnaces";"All Products";"JRC-IDEES-2015_EnergyBalance_";"cenbf";2;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|All Products"
"FE|Industry|Solids";"Energy consumption ";"Solids";"JRC-IDEES-2015_Industry_";"Ind_Summary";30;1;"EJ/yr";"ktoe";4.1868E-05;"Industry Summary|Energy consumption|by fuel (EUROSTAT DATA)|Solids"
"FE|Industry|Solids";"Energy consumption ";"Biomass and wastes";"JRC-IDEES-2015_Industry_";"Ind_Summary";43;1;"EJ/yr";"ktoe";4.1868E-05;"Industry Summary|Energy consumption|by fuel (EUROSTAT DATA)|RES and wastes|Biomass and wastes"
"FE|Industry|Solids";"Non-energy use";"Solids";"JRC-IDEES-2015_Industry_";"Ind_Summary";81;1;"EJ/yr";"ktoe";4.1868E-05;"Industry Summary|Non-energy use|by fuel (EUROSTAT DATA)|Solids"
"FE|Industry|Solids";"Agriculture/Forestry/Fishing";"Solid Fuels";"JRC-IDEES-2015_EnergyBalance_";"cagr";3;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Agriculture+Forestry+Fishing|Solid Fuels"
"FE|Industry|Solids";"Agriculture/Forestry/Fishing";"Solid biofuels (Wood & Wood waste)";"JRC-IDEES-2015_EnergyBalance_";"cagr";69;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Agriculture+Forestry+Fishing|Solid biofuels (Wood & Wood waste)"
"FE|Industry|Solids";"Agriculture/Forestry/Fishing";"Charcoal";"JRC-IDEES-2015_EnergyBalance_";"cagr";70;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Agriculture+Forestry+Fishing|Charcoal"
"FE|Industry|Solids";"Agriculture/Forestry/Fishing";"Municipal waste (renewable)";"JRC-IDEES-2015_EnergyBalance_";"cagr";72;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Agriculture+Forestry+Fishing|Municipal waste (renewable)"
"FE|Industry|Solids";"Agriculture/Forestry/Fishing";"Wastes (non-renewable)";"JRC-IDEES-2015_EnergyBalance_";"cagr";80;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Agriculture+Forestry+Fishing|Wastes (non-renewable)"
"FE|Industry|Solids";"Transf. Input Coke Ovens";"Solid Fuels";"JRC-IDEES-2015_EnergyBalance_";"tick";3;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Solid Fuels"
"FE|Industry|Solids";"Transf. Input Coke Ovens";"Solid biofuels (Wood & Wood waste)";"JRC-IDEES-2015_EnergyBalance_";"tick";69;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Solid biofuels (Wood & Wood waste)"
"FE|Industry|Solids";"Transf. Input Coke Ovens";"Charcoal";"JRC-IDEES-2015_EnergyBalance_";"tick";70;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Charcoal"
"FE|Industry|Solids";"Transf. Input Coke Ovens";"Municipal waste (renewable)";"JRC-IDEES-2015_EnergyBalance_";"tick";72;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Municipal waste (renewable)"
"FE|Industry|Solids";"Transf. Input Coke Ovens";"Wastes (non-renewable)";"JRC-IDEES-2015_EnergyBalance_";"tick";80;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Wastes (non-renewable)"
"FE|Industry|Solids";"Transf. Input Blast Furnace";"Solid Fuels";"JRC-IDEES-2015_EnergyBalance_";"tibf";3;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Solid Fuels"
"FE|Industry|Solids";"Transf. Input Blast Furnace";"Solid biofuels (Wood & Wood waste)";"JRC-IDEES-2015_EnergyBalance_";"tibf";69;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Solid biofuels (Wood & Wood waste)"
"FE|Industry|Solids";"Transf. Input Blast Furnace";"Charcoal";"JRC-IDEES-2015_EnergyBalance_";"tibf";70;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Charcoal"
"FE|Industry|Solids";"Transf. Input Blast Furnace";"Municipal waste (renewable)";"JRC-IDEES-2015_EnergyBalance_";"tibf";72;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Municipal waste (renewable)"
"FE|Industry|Solids";"Transf. Input Blast Furnace";"Wastes (non-renewable)";"JRC-IDEES-2015_EnergyBalance_";"tibf";80;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Wastes (non-renewable)"
"FE|Industry|Solids";"Transf. Output Coke Ovens";"Solid Fuels";"JRC-IDEES-2015_EnergyBalance_";"tock";3;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Solid Fuels"
"FE|Industry|Solids";"Transf. Output Coke Ovens";"Solid biofuels (Wood & Wood waste)";"JRC-IDEES-2015_EnergyBalance_";"tock";69;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Solid biofuels (Wood & Wood waste)"
"FE|Industry|Solids";"Transf. Output Coke Ovens";"Charcoal";"JRC-IDEES-2015_EnergyBalance_";"tock";70;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Charcoal"
"FE|Industry|Solids";"Transf. Output Coke Ovens";"Municipal waste (renewable)";"JRC-IDEES-2015_EnergyBalance_";"tock";72;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Municipal waste (renewable)"
"FE|Industry|Solids";"Transf. Output Coke Ovens";"Wastes (non-renewable)";"JRC-IDEES-2015_EnergyBalance_";"tock";80;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Wastes (non-renewable)"
"FE|Industry|Solids";"Transf. Output Blast Furnace";"Solid Fuels";"JRC-IDEES-2015_EnergyBalance_";"tobf";3;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Solid Fuels"
"FE|Industry|Solids";"Transf. Output Blast Furnace";"Solid biofuels (Wood & Wood waste)";"JRC-IDEES-2015_EnergyBalance_";"tobf";69;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Solid biofuels (Wood & Wood waste)"
"FE|Industry|Solids";"Transf. Output Blast Furnace";"Charcoal";"JRC-IDEES-2015_EnergyBalance_";"tobf";70;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Charcoal"
"FE|Industry|Solids";"Transf. Output Blast Furnace";"Municipal waste (renewable)";"JRC-IDEES-2015_EnergyBalance_";"tobf";72;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Municipal waste (renewable)"
"FE|Industry|Solids";"Transf. Output Blast Furnace";"Wastes (non-renewable)";"JRC-IDEES-2015_EnergyBalance_";"tobf";80;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Wastes (non-renewable)"
"FE|Industry|Solids";"Consumption Coke Ovens";"Solid Fuels";"JRC-IDEES-2015_EnergyBalance_";"cenck";3;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Solid Fuels"
"FE|Industry|Solids";"Consumption Coke Ovens";"Solid biofuels (Wood & Wood waste)";"JRC-IDEES-2015_EnergyBalance_";"cenck";69;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Solid biofuels (Wood & Wood waste)"
"FE|Industry|Solids";"Consumption Coke Ovens";"Charcoal";"JRC-IDEES-2015_EnergyBalance_";"cenck";70;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Charcoal"
"FE|Industry|Solids";"Consumption Coke Ovens";"Municipal waste (renewable)";"JRC-IDEES-2015_EnergyBalance_";"cenck";72;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Municipal waste (renewable)"
"FE|Industry|Solids";"Consumption Coke Ovens";"Wastes (non-renewable)";"JRC-IDEES-2015_EnergyBalance_";"cenck";80;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Wastes (non-renewable)"
"FE|Industry|Solids";"Consumption Blast Furnaces";"Solid Fuels";"JRC-IDEES-2015_EnergyBalance_";"cenbf";3;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Solid Fuels"
"FE|Industry|Solids";"Consumption Blast Furnaces";"Solid biofuels (Wood & Wood waste)";"JRC-IDEES-2015_EnergyBalance_";"cenbf";69;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Solid biofuels (Wood & Wood waste)"
"FE|Industry|Solids";"Consumption Blast Furnaces";"Charcoal";"JRC-IDEES-2015_EnergyBalance_";"cenbf";70;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Charcoal"
"FE|Industry|Solids";"Consumption Blast Furnaces";"Municipal waste (renewable)";"JRC-IDEES-2015_EnergyBalance_";"cenbf";72;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Municipal waste (renewable)"
"FE|Industry|Solids";"Consumption Blast Furnaces";"Wastes (non-renewable)";"JRC-IDEES-2015_EnergyBalance_";"cenbf";80;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Wastes (non-renewable)"
"FE|Industry|Liquids";"Energy consumption ";"Liquids";"JRC-IDEES-2015_Industry_";"Ind_Summary";33;1;"EJ/yr";"ktoe";4.1868E-05;"Industry Summary|Energy consumption|by fuel (EUROSTAT DATA)|Liquids"
"FE|Industry|Liquids";"Energy consumption ";"Liquid biofuels";"JRC-IDEES-2015_Industry_";"Ind_Summary";45;1;"EJ/yr";"ktoe";4.1868E-05;"Industry Summary|Energy consumption|by fuel (EUROSTAT DATA)|RES and wastes|Liquid biofuels"
"FE|Industry|Liquids";"Non-energy use";"Liquids";"JRC-IDEES-2015_Industry_";"Ind_Summary";82;1;"EJ/yr";"ktoe";4.1868E-05;"Industry Summary|Non-energy use|by fuel (EUROSTAT DATA)|Liquids"
"FE|Industry|Liquids";"Agriculture/Forestry/Fishing";"Total petroleum products (without biofuels)";"JRC-IDEES-2015_EnergyBalance_";"cagr";21;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Agriculture+Forestry+Fishing|Total petroleum products (without biofuels)"
"FE|Industry|Liquids";"Agriculture/Forestry/Fishing";"Liquid biofuels";"JRC-IDEES-2015_EnergyBalance_";"cagr";73;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Agriculture+Forestry+Fishing|Liquid biofuels"
"FE|Industry|Liquids";"Transf. Input Coke Ovens";"Total petroleum products (without biofuels)";"JRC-IDEES-2015_EnergyBalance_";"tick";21;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Total petroleum products (without biofuels)"
"FE|Industry|Liquids";"Transf. Input Coke Ovens";"Liquid biofuels";"JRC-IDEES-2015_EnergyBalance_";"tick";73;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Liquid biofuels"
"FE|Industry|Liquids";"Transf. Input Blast Furnace";"Total petroleum products (without biofuels)";"JRC-IDEES-2015_EnergyBalance_";"tibf";21;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Total petroleum products (without biofuels)"
"FE|Industry|Liquids";"Transf. Input Blast Furnace";"Liquid biofuels";"JRC-IDEES-2015_EnergyBalance_";"tibf";73;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Liquid biofuels"
"FE|Industry|Liquids";"Transf. Output Coke Ovens";"Total petroleum products (without biofuels)";"JRC-IDEES-2015_EnergyBalance_";"tock";21;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Total petroleum products (without biofuels)"
"FE|Industry|Liquids";"Transf. Output Coke Ovens";"Liquid biofuels";"JRC-IDEES-2015_EnergyBalance_";"tock";73;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Liquid biofuels"
"FE|Industry|Liquids";"Transf. Output Blast Furnace";"Total petroleum products (without biofuels)";"JRC-IDEES-2015_EnergyBalance_";"tobf";21;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Total petroleum products (without biofuels)"
"FE|Industry|Liquids";"Transf. Output Blast Furnace";"Liquid biofuels";"JRC-IDEES-2015_EnergyBalance_";"tobf";73;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Liquid biofuels"
"FE|Industry|Liquids";"Consumption Coke Ovens";"Total petroleum products (without biofuels)";"JRC-IDEES-2015_EnergyBalance_";"cenck";21;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Total petroleum products (without biofuels)"
"FE|Industry|Liquids";"Consumption Coke Ovens";"Liquid biofuels";"JRC-IDEES-2015_EnergyBalance_";"cenck";73;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Liquid biofuels"
"FE|Industry|Liquids";"Consumption Blast Furnaces";"Total petroleum products (without biofuels)";"JRC-IDEES-2015_EnergyBalance_";"cenbf";21;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Total petroleum products (without biofuels)"
"FE|Industry|Liquids";"Consumption Blast Furnaces";"Liquid biofuels";"JRC-IDEES-2015_EnergyBalance_";"cenbf";73;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Liquid biofuels"
"FE|Industry|Gases";"Energy consumption ";"Gases";"JRC-IDEES-2015_Industry_";"Ind_Summary";39;1;"EJ/yr";"ktoe";4.1868E-05;"Industry Summary|Energy consumption|by fuel (EUROSTAT DATA)|Gases"
"FE|Industry|Gases";"Energy consumption ";"Biogas";"JRC-IDEES-2015_Industry_";"Ind_Summary";44;1;"EJ/yr";"ktoe";4.1868E-05;"Industry Summary|Energy consumption|by fuel (EUROSTAT DATA)|RES and wastes|Biogas"
"FE|Industry|Gases";"Non-energy use";"Gas";"JRC-IDEES-2015_Industry_";"Ind_Summary";89;1;"EJ/yr";"ktoe";4.1868E-05;"Industry Summary|Non-energy use|by fuel (EUROSTAT DATA)|Gas"
"FE|Industry|Gases";"Agriculture/Forestry/Fishing";"Gases";"JRC-IDEES-2015_EnergyBalance_";"cagr";52;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Agriculture+Forestry+Fishing|Gases"
"FE|Industry|Gases";"Agriculture/Forestry/Fishing";"Biogas";"JRC-IDEES-2015_EnergyBalance_";"cagr";71;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Agriculture+Forestry+Fishing|Biogas"
"FE|Industry|Gases";"Transf. Input Coke Ovens";"Gases";"JRC-IDEES-2015_EnergyBalance_";"tick";52;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Gases"
"FE|Industry|Gases";"Transf. Input Coke Ovens";"Biogas";"JRC-IDEES-2015_EnergyBalance_";"tick";71;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Biogas"
"FE|Industry|Gases";"Transf. Input Blast Furnace";"Gases";"JRC-IDEES-2015_EnergyBalance_";"tibf";52;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Gases"
"FE|Industry|Gases";"Transf. Input Blast Furnace";"Biogas";"JRC-IDEES-2015_EnergyBalance_";"tibf";71;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Biogas"
"FE|Industry|Gases";"Transf. Output Coke Ovens";"Gases";"JRC-IDEES-2015_EnergyBalance_";"tock";52;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Gases"
"FE|Industry|Gases";"Transf. Output Coke Ovens";"Biogas";"JRC-IDEES-2015_EnergyBalance_";"tock";71;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Biogas"
"FE|Industry|Gases";"Transf. Output Blast Furnace";"Gases";"JRC-IDEES-2015_EnergyBalance_";"tobf";52;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Gases"
"FE|Industry|Gases";"Transf. Output Blast Furnace";"Biogas";"JRC-IDEES-2015_EnergyBalance_";"tobf";71;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Biogas"
"FE|Industry|Gases";"Consumption Coke Ovens";"Gases";"JRC-IDEES-2015_EnergyBalance_";"cenck";52;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Gases"
"FE|Industry|Gases";"Consumption Coke Ovens";"Biogas";"JRC-IDEES-2015_EnergyBalance_";"cenck";71;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Biogas"
"FE|Industry|Gases";"Consumption Blast Furnaces";"Gases";"JRC-IDEES-2015_EnergyBalance_";"cenbf";52;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Gases"
"FE|Industry|Gases";"Consumption Blast Furnaces";"Biogas";"JRC-IDEES-2015_EnergyBalance_";"cenbf";71;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Biogas"
"FE|Industry|Heat";"Energy consumption ";"Solar";"JRC-IDEES-2015_Industry_";"Ind_Summary";46;1;"EJ/yr";"ktoe";4.1868E-05;"Industry Summary|Energy consumption|by fuel (EUROSTAT DATA)|RES and wastes|Solar"
"FE|Industry|Heat";"Energy consumption ";"Geothermal";"JRC-IDEES-2015_Industry_";"Ind_Summary";47;1;"EJ/yr";"ktoe";4.1868E-05;"Industry Summary|Energy consumption|by fuel (EUROSTAT DATA)|RES and wastes|Geothermal"
"FE|Industry|Heat";"Energy consumption ";"Steam distributed";"JRC-IDEES-2015_Industry_";"Ind_Summary";48;1;"EJ/yr";"ktoe";4.1868E-05;"Industry Summary|Energy consumption|by fuel (EUROSTAT DATA)|Steam distributed"
"FE|Industry|Heat";"Agriculture/Forestry/Fishing";"Nuclear heat";"JRC-IDEES-2015_EnergyBalance_";"cagr";59;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Agriculture+Forestry+Fishing|Nuclear heat"
"FE|Industry|Heat";"Agriculture/Forestry/Fishing";"Derived heat";"JRC-IDEES-2015_EnergyBalance_";"cagr";60;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Agriculture+Forestry+Fishing|Derived heat"
"FE|Industry|Heat";"Agriculture/Forestry/Fishing";"Hydro power";"JRC-IDEES-2015_EnergyBalance_";"cagr";62;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Agriculture+Forestry+Fishing|Hydro power"
"FE|Industry|Heat";"Agriculture/Forestry/Fishing";"Wind Power";"JRC-IDEES-2015_EnergyBalance_";"cagr";63;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Agriculture+Forestry+Fishing|Wind Power"
"FE|Industry|Heat";"Agriculture/Forestry/Fishing";"Solar energy";"JRC-IDEES-2015_EnergyBalance_";"cagr";64;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Agriculture+Forestry+Fishing|Solar energy"
"FE|Industry|Heat";"Agriculture/Forestry/Fishing";"Tide, Wave and Ocean";"JRC-IDEES-2015_EnergyBalance_";"cagr";67;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Agriculture+Forestry+Fishing|Tide, Wave and Ocean"
"FE|Industry|Heat";"Agriculture/Forestry/Fishing";"Geothermal";"JRC-IDEES-2015_EnergyBalance_";"cagr";78;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Agriculture+Forestry+Fishing|Geothermal"
"FE|Industry|Heat";"Consumption Blast Furnaces";"Nuclear heat";"JRC-IDEES-2015_EnergyBalance_";"cenbf";59;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Nuclear heat"
"FE|Industry|Heat";"Consumption Blast Furnaces";"Derived heat";"JRC-IDEES-2015_EnergyBalance_";"cenbf";60;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Derived heat"
"FE|Industry|Heat";"Consumption Blast Furnaces";"Geothermal";"JRC-IDEES-2015_EnergyBalance_";"cenbf";78;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Geothermal"
"FE|Industry|Heat";"Consumption Blast Furnaces";"Solar energy";"JRC-IDEES-2015_EnergyBalance_";"cenbf";64;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Solar energy"
"FE|Industry|Heat";"Consumption Coke Ovens";"Nuclear heat";"JRC-IDEES-2015_EnergyBalance_";"cenck";59;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Nuclear heat"
"FE|Industry|Heat";"Consumption Coke Ovens";"Derived heat";"JRC-IDEES-2015_EnergyBalance_";"cenck";60;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Derived heat"
"FE|Industry|Heat";"Consumption Coke Ovens";"Geothermal";"JRC-IDEES-2015_EnergyBalance_";"cenck";78;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Geothermal"
"FE|Industry|Heat";"Consumption Coke Ovens";"Solar energy";"JRC-IDEES-2015_EnergyBalance_";"cenck";64;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Solar energy"
"FE|Industry|Heat";"Transf. Output Blast Furnace";"Nuclear heat";"JRC-IDEES-2015_EnergyBalance_";"tobf";59;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Nuclear heat"
"FE|Industry|Heat";"Transf. Output Blast Furnace";"Derived heat";"JRC-IDEES-2015_EnergyBalance_";"tobf";60;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Derived heat"
"FE|Industry|Heat";"Transf. Output Blast Furnace";"Geothermal";"JRC-IDEES-2015_EnergyBalance_";"tobf";78;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Geothermal"
"FE|Industry|Heat";"Transf. Output Blast Furnace";"Solar energy";"JRC-IDEES-2015_EnergyBalance_";"tobf";64;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Solar energy"
"FE|Industry|Heat";"Transf. Output Coke Ovens";"Nuclear heat";"JRC-IDEES-2015_EnergyBalance_";"tock";59;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Nuclear heat"
"FE|Industry|Heat";"Transf. Output Coke Ovens";"Derived heat";"JRC-IDEES-2015_EnergyBalance_";"tock";60;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Derived heat"
"FE|Industry|Heat";"Transf. Output Coke Ovens";"Geothermal";"JRC-IDEES-2015_EnergyBalance_";"tock";78;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Geothermal"
"FE|Industry|Heat";"Transf. Output Coke Ovens";"Solar energy";"JRC-IDEES-2015_EnergyBalance_";"tock";64;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Solar energy"
"FE|Industry|Heat";"Transf. Input Blast Furnace";"Nuclear heat";"JRC-IDEES-2015_EnergyBalance_";"tibf";59;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Nuclear heat"
