"REMIND_variable";"Comment";"JRC_variable";"JRC_Excel";"JRC_spreadsheet";"JRC_line ";"Weight";"Unit_REMIND";"Unit_JRC";"Factor";"JRC_complete"
"FE|Industry|Heat";"Transf. Input Blast Furnace";"Derived heat";"JRC-IDEES-2015_EnergyBalance_";"tibf";60;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Derived heat"
"FE|Industry|Heat";"Transf. Input Blast Furnace";"Geothermal";"JRC-IDEES-2015_EnergyBalance_";"tibf";78;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Geothermal"
"FE|Industry|Heat";"Transf. Input Blast Furnace";"Solar energy";"JRC-IDEES-2015_EnergyBalance_";"tibf";64;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Solar energy"
"FE|Industry|Heat";"Transf. Input Coke Ovens";"Nuclear heat";"JRC-IDEES-2015_EnergyBalance_";"tick";59;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Nuclear heat"
"FE|Industry|Heat";"Transf. Input Coke Ovens";"Derived heat";"JRC-IDEES-2015_EnergyBalance_";"tick";60;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Derived heat"
"FE|Industry|Heat";"Transf. Input Coke Ovens";"Geothermal";"JRC-IDEES-2015_EnergyBalance_";"tick";78;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Geothermal"
"FE|Industry|Heat";"Transf. Input Coke Ovens";"Solar energy";"JRC-IDEES-2015_EnergyBalance_";"tick";64;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Solar energy"
"FE|Industry|Electricity";"Energy consumption ";"Electricity";"JRC-IDEES-2015_Industry_";"Ind_Summary";49;1;"EJ/yr";"ktoe";4.1868E-05;"Industry Summary|Energy consumption|by fuel (EUROSTAT DATA)|Electricity"
"FE|Industry|Electricity";"Agriculture/Forestry/Fishing";"Electricity";"JRC-IDEES-2015_EnergyBalance_";"cagr";79;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Agriculture+Forestry+Fishing|Electricity"
"FE|Industry|Electricity";"Consumption Blast Furnaces";"Hydro power";"JRC-IDEES-2015_EnergyBalance_";"cenbf";62;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Hydro power"
"FE|Industry|Electricity";"Consumption Blast Furnaces";"Wind Power";"JRC-IDEES-2015_EnergyBalance_";"cenbf";63;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Wind Power"
"FE|Industry|Electricity";"Consumption Blast Furnaces";"Tide, Wave and Ocean";"JRC-IDEES-2015_EnergyBalance_";"cenbf";67;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Tide, Wave and Ocean"
"FE|Industry|Electricity";"Consumption Blast Furnaces";"Electricity";"JRC-IDEES-2015_EnergyBalance_";"cenbf";79;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Blast Furnaces|Electricity"
"FE|Industry|Electricity";"Consumption Coke Ovens";"Hydro power";"JRC-IDEES-2015_EnergyBalance_";"cenck";62;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Hydro power"
"FE|Industry|Electricity";"Consumption Coke Ovens";"Wind Power";"JRC-IDEES-2015_EnergyBalance_";"cenck";63;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Wind Power"
"FE|Industry|Electricity";"Consumption Coke Ovens";"Tide, Wave and Ocean";"JRC-IDEES-2015_EnergyBalance_";"cenck";67;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Tide, Wave and Ocean"
"FE|Industry|Electricity";"Consumption Coke Ovens";"Electricity";"JRC-IDEES-2015_EnergyBalance_";"cenck";79;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Consumption in Coke Ovens|Electricity"
"FE|Industry|Electricity";"Transf. Output Blast Furnace";"Hydro power";"JRC-IDEES-2015_EnergyBalance_";"tobf";62;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Hydro power"
"FE|Industry|Electricity";"Transf. Output Blast Furnace";"Wind Power";"JRC-IDEES-2015_EnergyBalance_";"tobf";63;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Wind Power"
"FE|Industry|Electricity";"Transf. Output Blast Furnace";"Tide, Wave and Ocean";"JRC-IDEES-2015_EnergyBalance_";"tobf";67;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Tide, Wave and Ocean"
"FE|Industry|Electricity";"Transf. Output Blast Furnace";"Electricity";"JRC-IDEES-2015_EnergyBalance_";"tobf";79;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Blast Furnaces|Electricity"
"FE|Industry|Electricity";"Transf. Output Coke Ovens";"Hydro power";"JRC-IDEES-2015_EnergyBalance_";"tock";62;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Hydro power"
"FE|Industry|Electricity";"Transf. Output Coke Ovens";"Wind Power";"JRC-IDEES-2015_EnergyBalance_";"tock";63;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Wind Power"
"FE|Industry|Electricity";"Transf. Output Coke Ovens";"Tide, Wave and Ocean";"JRC-IDEES-2015_EnergyBalance_";"tock";67;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Tide, Wave and Ocean"
"FE|Industry|Electricity";"Transf. Output Coke Ovens";"Electricity";"JRC-IDEES-2015_EnergyBalance_";"tock";79;-1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation output - Coke Ovens|Electricity"
"FE|Industry|Electricity";"Transf. Input Blast Furnace";"Hydro power";"JRC-IDEES-2015_EnergyBalance_";"tibf";62;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Hydro power"
"FE|Industry|Electricity";"Transf. Input Blast Furnace";"Wind Power";"JRC-IDEES-2015_EnergyBalance_";"tibf";63;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Wind Power"
"FE|Industry|Electricity";"Transf. Input Blast Furnace";"Tide, Wave and Ocean";"JRC-IDEES-2015_EnergyBalance_";"tibf";67;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Tide, Wave and Ocean"
"FE|Industry|Electricity";"Transf. Input Blast Furnace";"Electricity";"JRC-IDEES-2015_EnergyBalance_";"tibf";79;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Blast Furnaces|Electricity"
"FE|Industry|Electricity";"Transf. Input Coke Ovens";"Hydro power";"JRC-IDEES-2015_EnergyBalance_";"tick";62;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Hydro power"
"FE|Industry|Electricity";"Transf. Input Coke Ovens";"Wind Power";"JRC-IDEES-2015_EnergyBalance_";"tick";63;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Wind Power"
"FE|Industry|Electricity";"Transf. Input Coke Ovens";"Tide, Wave and Ocean";"JRC-IDEES-2015_EnergyBalance_";"tick";67;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Tide, Wave and Ocean"
"FE|Industry|Electricity";"Transf. Input Coke Ovens";"Electricity";"JRC-IDEES-2015_EnergyBalance_";"tick";79;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Transformation input - Coke Ovens|Electricity"
"FE|Industry|Chemicals ";"Chemicals (excluding feedstocks)";"Basic chemicals";"JRC-IDEES-2015_Industry_";"CHI_fec";5;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals"
"FE|Industry|Chemicals ";"Chemicals (excluding feedstocks)";"Other chemicals";"JRC-IDEES-2015_Industry_";"CHI_fec";60;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals"
"FE|Industry|Chemicals ";"Chemicals (excluding feedstocks)";"Pharmaceutical products etc.";"JRC-IDEES-2015_Industry_";"CHI_fec";108;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc."
"FE|Industry|Chemicals ";"Chemicals (excluding feedstocks)";"Feedstocks to be excluded";"JRC-IDEES-2015_Industry_";"CHI_fec";15;-1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Chemicals: Feedstock (energy used as raw material)"
"Value Added|Industry|Chemicals";"Value added chemicals";"Chemicals Industry";"JRC-IDEES-2015_Industry_";"Ind_Summary";9;1;"billion US$2005/yr";"M€2010";0.00119;"Industry Summary|Value added|Chemicals Industry"
"FE|Industry|Chemicals|Feedstocks";"chemical feedstocks only ";"Chemicals: Feedstock (energy used as raw material)";"JRC-IDEES-2015_Industry_";"CHI_fec";15;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Chemicals: Feedstock (energy used as raw material)"
"FE|Industry|Solids|Chemicals";"Solids";"Solids";"JRC-IDEES-2015_Industry_";"CHI_fec";25;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Chemicals: Steam processing|Solids"
"FE|Industry|Solids|Chemicals";"Solids";"Biomass";"JRC-IDEES-2015_Industry_";"CHI_fec";33;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Chemicals: Steam processing|Biomass"
"FE|Industry|Solids|Chemicals";"Solids";"Solids";"JRC-IDEES-2015_Industry_";"CHI_fec";37;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Chemicals: Furnaces|Chemicals: Furnaces - Thermal|Solids"
"FE|Industry|Solids|Chemicals";"Solids";"Solids";"JRC-IDEES-2015_Industry_";"CHI_fec";46;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Chemicals: Process cooling|Chemicals: Process cooling - Steam|Solids"
"FE|Industry|Solids|Chemicals";"Solids";"Biomass";"JRC-IDEES-2015_Industry_";"CHI_fec";54;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Chemicals: Process cooling|Chemicals: Process cooling - Steam|Biomass"
"FE|Industry|Solids|Chemicals";"Solids";"Solids";"JRC-IDEES-2015_Industry_";"CHI_fec";72;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Chemicals: High enthalpy heat processing|High enthalpy heat processing - Steam|Solids"
"FE|Industry|Solids|Chemicals";"Solids";"Biomass";"JRC-IDEES-2015_Industry_";"CHI_fec";80;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Chemicals: High enthalpy heat processing|High enthalpy heat processing - Steam|Biomass"
"FE|Industry|Solids|Chemicals";"Solids";"Solids";"JRC-IDEES-2015_Industry_";"CHI_fec";85;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Chemicals: Furnaces|Chemicals: Furnaces - Thermal|Solids"
"FE|Industry|Solids|Chemicals";"Solids";"Solids";"JRC-IDEES-2015_Industry_";"CHI_fec";94;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Chemicals: Process cooling|Chemicals: Process cooling - Steam|Solids"
"FE|Industry|Solids|Chemicals";"Solids";"Biomass";"JRC-IDEES-2015_Industry_";"CHI_fec";102;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Chemicals: Process cooling|Chemicals: Process cooling - Steam|Biomass"
"FE|Industry|Solids|Chemicals";"Solids";"Biomass";"JRC-IDEES-2015_Industry_";"CHI_fec";120;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Chemicals: High enthalpy heat processing|High enthalpy heat processing - Steam|Solids "
"FE|Industry|Solids|Chemicals";"Solids";"Biomass";"JRC-IDEES-2015_Industry_";"CHI_fec";128;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Chemicals: High enthalpy heat processing|High enthalpy heat processing - Steam|Biomass"
"FE|Industry|Solids|Chemicals";"Solids";"Solids";"JRC-IDEES-2015_Industry_";"CHI_fec";133;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Chemicals: Furnaces|Chemicals: Furnaces - Thermal|Solids"
"FE|Industry|Solids|Chemicals";"Solids";"Solids";"JRC-IDEES-2015_Industry_";"CHI_fec";142;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Chemicals: Process cooling|Chemicals: Process cooling - Steam|Solids"
"FE|Industry|Solids|Chemicals";"Solids";"Biomass";"JRC-IDEES-2015_Industry_";"CHI_fec";150;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Chemicals: Process cooling|Chemicals: Process cooling - Steam|Biomass"
"FE|Industry|Liquids|Chemicals";"Liquids";"Diesel oil (incl. biofuels)";"JRC-IDEES-2015_Industry_";"CHI_fec";11;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Low enthalpy heat|Diesel oil (incl. biofuels) "
"FE|Industry|Liquids|Chemicals";"Liquids";"LPG";"JRC-IDEES-2015_Industry_";"CHI_fec";27;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Chemicals: Steam processing|LPG"
"FE|Industry|Liquids|Chemicals";"Liquids";"Diesel oil (incl. biofuels)";"JRC-IDEES-2015_Industry_";"CHI_fec";28;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Chemicals: Steam processing|Diesel oil (incl. biofuels) "
"FE|Industry|Liquids|Chemicals";"Liquids";"Residual fuel oil";"JRC-IDEES-2015_Industry_";"CHI_fec";29;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Chemicals: Steam processing|Residual fuel oil "
"FE|Industry|Liquids|Chemicals";"Liquids";"Other liquids";"JRC-IDEES-2015_Industry_";"CHI_fec";30;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Chemicals: Steam processing|Other liquids "
"FE|Industry|Liquids|Chemicals";"Liquids";"LPG";"JRC-IDEES-2015_Industry_";"CHI_fec";38;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Chemicals: Furnaces|Chemicals: Furnaces - Thermal|LPG"
"FE|Industry|Liquids|Chemicals";"Liquids";"Diesel oil (incl. biofuels)";"JRC-IDEES-2015_Industry_";"CHI_fec";39;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Chemicals: Furnaces|Chemicals: Furnaces - Thermal|Diesel oil (incl. biofuels)"
"FE|Industry|Liquids|Chemicals";"Liquids";"Residual fuel oil";"JRC-IDEES-2015_Industry_";"CHI_fec";40;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Chemicals: Furnaces|Chemicals: Furnaces - Thermal|Residual fuel oil "
"FE|Industry|Liquids|Chemicals";"Liquids";"LPG";"JRC-IDEES-2015_Industry_";"CHI_fec";48;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Chemicals: Process cooling|Chemicals: Process cooling - Steam|LPG"
"FE|Industry|Liquids|Chemicals";"Liquids";"Diesel oil (incl. biofuels)";"JRC-IDEES-2015_Industry_";"CHI_fec";49;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Chemicals: Process cooling|Chemicals: Process cooling - Steam|Diesel oil (incl. biofuels)"
"FE|Industry|Liquids|Chemicals";"Liquids";"Residual fuel oil";"JRC-IDEES-2015_Industry_";"CHI_fec";50;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Chemicals: Process cooling|Chemicals: Process cooling - Steam|Residual fuel oil "
"FE|Industry|Liquids|Chemicals";"Liquids";"Other liquids";"JRC-IDEES-2015_Industry_";"CHI_fec";51;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Chemicals: Process cooling|Chemicals: Process cooling - Steam|Other liquids "
"FE|Industry|Liquids|Chemicals";"Liquids";"Diesel oil (incl. biofuels)";"JRC-IDEES-2015_Industry_";"CHI_fec";66;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Low enthalpy heat|Diesel oil (incl. biofuels) "
"FE|Industry|Liquids|Chemicals";"Liquids";"LPG";"JRC-IDEES-2015_Industry_";"CHI_fec";74;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Chemicals: High enthalpy heat processing|High enthalpy heat processing - Steam|LPG"
"FE|Industry|Liquids|Chemicals";"Liquids";"Diesel oil (incl. biofuels)";"JRC-IDEES-2015_Industry_";"CHI_fec";75;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Chemicals: High enthalpy heat processing|High enthalpy heat processing - Steam|Diesel oil (incl. biofuels)"
"FE|Industry|Liquids|Chemicals";"Liquids";"Residual fuel oil";"JRC-IDEES-2015_Industry_";"CHI_fec";76;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Chemicals: High enthalpy heat processing|High enthalpy heat processing - Steam|Residual fuel oil"
"FE|Industry|Liquids|Chemicals";"Liquids";"Other liquids";"JRC-IDEES-2015_Industry_";"CHI_fec";77;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Chemicals: High enthalpy heat processing|High enthalpy heat processing - Steam|Other liquids"
"FE|Industry|Liquids|Chemicals";"Liquids";"LPG";"JRC-IDEES-2015_Industry_";"CHI_fec";86;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Chemicals: Furnaces|Chemicals: Furnaces - Thermal|LPG"
"FE|Industry|Liquids|Chemicals";"Liquids";"Diesel oil (incl. biofuels)";"JRC-IDEES-2015_Industry_";"CHI_fec";87;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Chemicals: Furnaces|Chemicals: Furnaces - Thermal|Diesel oil (incl. biofuels)"
"FE|Industry|Liquids|Chemicals";"Liquids";"Residual fuel oil";"JRC-IDEES-2015_Industry_";"CHI_fec";88;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Chemicals: Furnaces|Chemicals: Furnaces - Thermal|Residual fuel oil "
"FE|Industry|Liquids|Chemicals";"Liquids";"LPG";"JRC-IDEES-2015_Industry_";"CHI_fec";96;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Chemicals: Process cooling|Chemicals: Process cooling - Steam|LPG"
"FE|Industry|Liquids|Chemicals";"Liquids";"Diesel oil (incl. biofuels)";"JRC-IDEES-2015_Industry_";"CHI_fec";97;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Chemicals: Process cooling|Chemicals: Process cooling - Steam|Diesel oil (incl. biofuels)"
"FE|Industry|Liquids|Chemicals";"Liquids";"Residual fuel oil";"JRC-IDEES-2015_Industry_";"CHI_fec";98;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Chemicals: Process cooling|Chemicals: Process cooling - Steam|Residual fuel oil "
"FE|Industry|Liquids|Chemicals";"Liquids";"Other liquids";"JRC-IDEES-2015_Industry_";"CHI_fec";99;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Chemicals: Process cooling|Chemicals: Process cooling - Steam|Other liquids "
"FE|Industry|Liquids|Chemicals";"Liquids";"Diesel oil (incl. biofuels)";"JRC-IDEES-2015_Industry_";"CHI_fec";114;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Low enthalpy heat|Diesel oil (incl. biofuels)"
"FE|Industry|Liquids|Chemicals";"Liquids";"LPG";"JRC-IDEES-2015_Industry_";"CHI_fec";122;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Chemicals: High enthalpy heat processing|High enthalpy heat processing - Steam|LPG"
"FE|Industry|Liquids|Chemicals";"Liquids";"Diesel oil (incl. biofuels)";"JRC-IDEES-2015_Industry_";"CHI_fec";123;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Chemicals: High enthalpy heat processing|High enthalpy heat processing - Steam|Diesel oil (incl. biofuels)"
"FE|Industry|Liquids|Chemicals";"Liquids";"Residual fuel oil";"JRC-IDEES-2015_Industry_";"CHI_fec";124;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Chemicals: High enthalpy heat processing|High enthalpy heat processing - Steam|Residual fuel oil"
"FE|Industry|Liquids|Chemicals";"Liquids";"Other liquids";"JRC-IDEES-2015_Industry_";"CHI_fec";125;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Chemicals: High enthalpy heat processing|High enthalpy heat processing - Steam|Other liquids"
"FE|Industry|Liquids|Chemicals";"Liquids";"LPG";"JRC-IDEES-2015_Industry_";"CHI_fec";134;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Chemicals: Furnaces|Chemicals: Furnaces - Thermal|LPG"
"FE|Industry|Liquids|Chemicals";"Liquids";"Diesel oil (incl. biofuels)";"JRC-IDEES-2015_Industry_";"CHI_fec";135;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Chemicals: Furnaces|Chemicals: Furnaces - Thermal|Diesel oil (incl. biofuels)"
"FE|Industry|Liquids|Chemicals";"Liquids";"Residual fuel oil";"JRC-IDEES-2015_Industry_";"CHI_fec";136;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Chemicals: Furnaces|Chemicals: Furnaces - Thermal|Residual fuel oil"
"FE|Industry|Liquids|Chemicals";"Liquids";"LPG";"JRC-IDEES-2015_Industry_";"CHI_fec";144;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Chemicals: Process cooling|Chemicals: Process cooling - Steam|LPG"
"FE|Industry|Liquids|Chemicals";"Liquids";"Diesel oil (incl. biofuels)";"JRC-IDEES-2015_Industry_";"CHI_fec";145;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Chemicals: Process cooling|Chemicals: Process cooling - Steam|Diesel oil (incl. biofuels)"
"FE|Industry|Liquids|Chemicals";"Liquids";"Residual fuel oil";"JRC-IDEES-2015_Industry_";"CHI_fec";146;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Chemicals: Process cooling|Chemicals: Process cooling - Steam|Residual fuel oil"
"FE|Industry|Liquids|Chemicals";"Liquids";"Other liquids";"JRC-IDEES-2015_Industry_";"CHI_fec";147;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Chemicals: Process cooling|Chemicals: Process cooling - Steam|Other liquids"
"FE|Industry|Gases|Chemicals";"Gases";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"CHI_fec";12;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Low enthalpy heat|Natural gas (incl. biogas)"
"FE|Industry|Gases|Chemicals";"Gases";"Refinery gas";"JRC-IDEES-2015_Industry_";"CHI_fec";26;1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Chemicals: Steam processing|Refinery gas"
